token,idade,genero,raca_cor_etnia,pcd,uf_onde_mora,vive_no_brasil,pais_onde_mora,nivel_de_ensino,area_de_formacao,situacao_de_trabalho,setor,cargo_atual,nivel_profissional,faixa_salarial,tempo_experiencia_dados,modelo_trabalho_atual,modelo_trabalho_ideal
1rlkn81ptpid33agvo1rlknpml5g8sdj,25,Feminino,Amarela,Não,SP,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo 100% remoto
4km1ztb0b6tv34km1zpgdobcbf6ifyt5,25,Feminino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
gwe6m9xmcwcbr86p2gwe6mcgqmqdmw23,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
5x9j1ldp1tf9bq7p5x2toteuo3odpqc4,25,Masculino,Branca,Não,PR,True,Brasil,Pós-graduação,Outra opção,Empregado (CLT),Indústria,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
9izuhcx9ly2yx7s9timuplot57t0irti,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
gs5amt8wsvc13ix1gs5wvv36pzz6u6wv,25,Masculino,Preta,Não,RJ,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo 100% remoto
hcpf2eox5doq0hhkrxzwhcpf2bxcck3w,25,Feminino,Branca,Não,BA,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Educação,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
om83qfqgsiv069lpq4vbom83qfaicqk2,25,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
h9tix24051k8p2s4lg4b2h9tixfali9u,25,Masculino,Branca,Não,RJ,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
bdld4ulga64xqs58kaxkwbdld7p09djn,25,Masculino,Amarela,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
fx1ocokqvjgmuviqg65fx1hrk1stsioa,25,Masculino,Branca,Não,RS,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Setor Imobiliário/ Construção Civil,Não Informado,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
yq2e9ha2ng8p36nrshfsyq2e12dw6y0u,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Internet/Ecommerce,Não Informado,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
woilcq519r3w6fv6iswoilcq517cog85,25,Masculino,Branca,Não,SP,True,Brasil,Não tenho graduação formal,Sem graduação formal,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
7w8q5k1shmr46zl2g7w8q5tktm9nz858,25,Masculino,Preta,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Telecomunicação,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
iqd7ycb637792qkiqd7yct06v5pkz9e3,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Prefiro não informar,Finanças ou Bancos,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
mpobzdhd721cpuhbb1s6i4mpobzdlpkn,25,Masculino,Branca,Não,SC,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
q29tcmxdkmbxkq2nlqii1lyjv03jwtrl,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Setor Público,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
3akcbp777iombolxhm3akcbvh5tzkxkg,25,Masculino,Branca,Não,CE,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
dgtt6e0blgssm63ki7rg71dgtt6e0bp1,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
9isfndzdhc8qy7ctqug9isfndzis9hyo,25,Feminino,Parda,Não,PR,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo 100% remoto
1juidoaroy3sco1juidxfbbajpau91nc,25,Masculino,Parda,Não,PE,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Pleno,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
cwmht7jty4bbhe8ecwmht7xpo39mer07,25,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
rf6q1wije5j07vb4mirf6c9d2a9tnnfq,25,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
hsut6kynzf5s1k6dhsuth8p8p9ldoreg,25,Masculino,Branca,Não,MG,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Agronegócios,Não Informado,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
6mod9ze2wbksovdznhnp6mod9z1348te,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Área de Consultoria,Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
mq6p9t7086rshyb4mq6p9t7v6it1upkv,25,Masculino,Parda,Não,PR,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Setor de Energia,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo 100% remoto
lrf4fxf7467r3bvtblrf4fxf6xpa2r93,25,Feminino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
9hm5nm67zjvsqnqnayi9hm5bqs1s7d33,25,Masculino,Parda,Não,MG,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Automotivo,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
39c0gkypmtg33g8fmoctl39c0gky34sp,25,Masculino,Preta,Não,ES,True,Brasil,Prefiro não informar,Não informado,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
fwgk69cqtihkb1ojfwgk6tdmyeg1zf1o,25,Masculino,Preta,Não,SP,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ox57zwnaefyy6hvlj8cu0fvox57znlvf,25,Masculino,Branca,Não,PR,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
qgxazplmmwxvqgxr968s65ioph1lpdl7,25,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
433k7y0zgk6aw433cas58out74xiyx1p,25,Masculino,Preta,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
bwbb0g37srh6npqknxfbwbbesmo2e8zz,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
w7fi58m1l2998fbjeyujw7fi58mhlcb7,25,Masculino,Parda,Não,Fora do Brasil,False,Alemanha,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 20.001/mês a R$ 25.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
i3bbocqop1jfd2hki3bbocsyhxtkgdqv,25,Feminino,Branca,Não,RS,True,Brasil,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Negócios/Business Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
2srx4eajjdo5kvak3r2sr049u99o12cj,25,Masculino,Parda,Sim,AM,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Área de Consultoria,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto
cba2ykgbiehazwabwch9cba2b212d83s,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
vo4qqp1eqrsdvqrx029mhvo4qqp1eqrp,25,Masculino,Parda,Não,RS,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zw5yesdqc594l72ryta7lxzw5yydvd8c,25,Feminino,Preta,Não,MG,True,Brasil,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
br9r15rnkemfmhh6akbr9r1mmp2rkzlh,25,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
x840opvtjvwfv5okkkx840op37lwiff7,25,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
sj78re8cujy48ze6s6s8a8isj78re8cu,25,Feminino,Parda,Não,AL,True,Brasil,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Analista de Suporte/Analista Técnico,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
hvs8tbrb2idq0r0up884hvs8tbtlurte,25,Masculino,Parda,Não,RJ,True,Brasil,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Indústria,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo 100% remoto
69e4jyaqv0imbfgkz69e4jns0bfhibac,25,Masculino,Parda,Não,MT,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
l1v0hmxwmuzrnz1l1vs9ep2hl5fws9tc,25,Masculino,Indígena,Não,MG,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Setor de Energia,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo 100% remoto
vfxhjes7ft883zcp62mmvfxhjrhes5tu,25,Masculino,Branca,Não,MG,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
9uatji7w9ye7i0jwhl9uaxgesyue1q7o,25,Masculino,Branca,Não,PR,True,Brasil,Doutorado ou Phd,Química / Física,Somente Estudante (pós-graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
3eo3v6g0h7q2qkqve3eo3z9hjekrpc3b,25,Masculino,Branca,Não,PR,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
tsn9f9woiaryo6fp7tsnnghpo0statsk,25,Masculino,Branca,Não,RO,True,Brasil,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
j5k518nx446pnxz7nla6j5k518n0931c,25,Masculino,Branca,Não,BA,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
hrppvhhrrnscp9vhrfxy8pkhf6328jbs,25,Masculino,Branca,Não,MG,True,Brasil,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
6dwa89pbi920kh7d158vq6dwa89fxpmz,25,Feminino,Parda,Não,MT,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Servidor Público,Setor Público,Estatístico,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo 100% remoto
vft4tmj79fk122o84vr95vft4tmfkxom,25,Masculino,Parda,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
ckfgh61fje2zoapjzckfgh6886dmuj3s,25,Masculino,Preta,Não,MG,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
4z63jsqzwtvbv10g4z63wi02xiagfv4f,25,Masculino,Parda,Não,PR,True,Brasil,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Setor de Energia,Analista de Negócios/Business Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8hmf6r3kedft9rrh56g08hmf6r383mhw,25,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Varejo,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8d6h0rddwi10z4wt68d6h0rqnwxutqe5,25,Outro,Branca,Sim,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
9l9f44drdw7qtooibf9l9f44dgkcjsqs,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
4iuwru7iwyb4u52ho4iuwazm4svj0ojd,25,Masculino,Preta,Não,BA,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
mhr5eidnechcb6cmhr5e2y6s2or9pkrd,25,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
6mnvox6usm62t958v6mnv8gtl3kai1wb,25,Masculino,Parda,Não,ES,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
7hz2lzjpdpb0sljx6j77hz2lhmlimywh,25,Masculino,Parda,Não,PR,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Suporte/Analista Técnico,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo 100% remoto
vnxqi0z7lo2z58vnx3izoq6llh34zk2w,25,Masculino,Branca,Não,BA,True,Brasil,Não tenho graduação formal,Sem graduação formal,Empregado (CLT),Setor Automotivo,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ny360lqrczy3zvln8ny360u4z4xzf7w6,25,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Público,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
vpu9uacef6tp1rwvpu9ue1s0u68k8ps3,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Química / Física,Somente Estudante (pós-graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
ongixkjn3xhvk9fn4qongiokeoheom3x,25,Masculino,Branca,Não,PR,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
cj4axe0d5m1zvbp2nlucj4axigcuqufr,25,Masculino,Parda,Não,CE,True,Brasil,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empreendedor ou Empregado (CNPJ),Agronegócios,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
8rzykvbknl0h2icyuq8rzykvnlcjwbvt,25,Masculino,Parda,Não,AM,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
